Word,Corrected,Connected,Additional,Removal,Subs,Undefined,??????
unimplementedmethodscompletionproposal,implemented methods completion proposal,3,2,,,,
unimplementedterminalsexception,Implemented terminal sexception,2,2,,,,
unindexed,indexed,,2,,,,
uninett,net,,4,,,,
uninhibbited,inhibited,,3,,,,
uninitialised,initialised,,2,,,,
uninitialize,initialize,,2,,,,
uninitializied,initializied,,2,,,,
uninput,input,,2,,,,
uninstallationimminent,Uninstallation imminent,1,,,,1,
uninstallationongoing,Uninstallation on going,2,,,,,
uninstalleractivity,Uninstaller activity,1,,,,,
uninstallingtext,Uninstalling text,1,,,,,
uninstallinitiated,Uninstall initiated,1,,,,,
uninstalloninitcommon,Uninstall on init common,3,,,,,
uninstallshortcutreceiver,Uninstall shortcut receiver,2,,,,,
uninstallwizardtest,Uninstall wizard test,2,,,,,
uninstlled,uninstalled,,,1,,,
unintendedly,intendedly,,2,,,,
unintialized,intialized,,2,,,,
unionexpr,union,,4,,,,
unionfs,union,,2,,,,
unionoverflowareaswithdesiredbounds,Union overflow areas with desired bounds,5,,,,,
uniquecacheinfo,Unique cache info,2,,,,,
uniqueconstraint,Unique constraint,1,,,,,
uniqueextensionpointid,Unique extension pointid,2,,,,,
uniquegeneratornames,Unique generator names,2,,,,,
uniqueresourcecontents,Unique resource contents,2,,,,,
uniqueresult,Unique result,1,,,,,
uniscribeitem,Iscribe item,1,2,,,,
uniscribelayout,iscribe layout,1,,,,,
unitofworkvalueholder,Unit of work value holder,4,,,,,
unitools,Unit tools,1,,1,,,
unitpropertydescriptor,Unit property descriptor,2,,,,,
unitsection,Unit section,1,,,,,
unitstring,Unit string,1,,,,,
unittestactivity,Unit test activity,2,,,,,
universalchardet,Universal chardet,1,,,,,
universalcontentbroker,Universal content broker,2,,,,,
universalfilesystemminer,Universal file system miner,3,,,,,
universalpathtransformer,Universal path transformer,2,,,,,
unixmanga,unixmanga,,,,,1,
unixproductname,Unix product name,2,,,,,
unixprovider,Unix provider,1,,,,,
unjar,unjar,,,,,1,
unknownadapter,Unknown adapter,1,,,,,
unknowncontenthandler,Unknown content handler,2,,,,,
unknownexception,Unknown exception,1,,,,,
unknownhostexceptions,Unknown host exceptions,2,,,,,
unknownlocation,Unknown location,1,,,,,
unknownserviceexception,Unknown service exception,2,,,,,
unkownruntime,Unkown runtime,1,,,,,
unlinknativelibrarydirectory,Unlink native library directory,3,,,,,
unloadasap,Unload asap,1,,,,,
unloadmodule,Unload module,1,,,,,
unloadmodules,Unload modules,1,,,,,
unloadtable,Unload table,1,,,,,
unlockandpostnotifies,Unlock and post notifies,3,,,,,
unlockcanvasandpost,Unlock can vasand post,4,,,,1,
unlockcontrollers,Unlock controllers,1,,,,,
unlockfocus,Unlock focus,1,,,,,
unlockobject,Unlock object,1,,,,,
unloking,unlocking,,,1,,,
unltil,until,,1,,,,
unmap,map,,2,,,,
unmapper,mapper,,2,,,,
unmarkedscan,Unmarked scan,1,,,,,
unmarkpurple,Unmark purple,1,,,,,
unmodifiableelist,Unmodifi able e list,3,,,,,
unmodifiablevalidationstatus,Unmodifi able validation status,3,,,,,
unmunch,unmunch,,,,,1,
unnacceptable,acceptable,,3,,,,
unnamedclass,Named class,,2,,,,
unncessary,unnecessary,,,1,,,
unncessery,unncessery,,,,,1,
unnecassery,unnecassery,,,,,1,
unneccesary,unneccesary,,,,,1,
unnecesarily,unnecesarily,,,,,1,
unnessaccary,unnessaccary,,,,,1,
unnessarily,unnessarily,,,,,1,
unnessorily,unnessorily,,,,,1,
unoapploader,App loader,,3,,,,
unobstrusive,obstrusive,,2,,,,
unocallback,No call back,2,1,,,,
unocomponent,component,,3,,,,
unocontrol,nocontrol,,1,,,,
unocontrolcheckbox,nocontrol check box,2,1,,,,
unocontrolcontainer,nocontrol container,1,1,,,,
unocontrols,nocontrols,,1,,,,
unocontrolscrollbar,nocontrol scrollbar,1,1,,,,
unocontrolthrobber,Nocontrol throbber,1,1,,,,
unocrop,nocrop,,1,,,,
unoevtlstnr,unoevtlstnr,,,,,1,
unographicexporter,nographic exporter,1,1,,,,
unohelper,nohelper,,1,,,,
unointerfacereference,Union ter face reference,3,,,,1,
unoloader,noloader,,1,,,,
unomain,nomain,,1,,,,
unomod,unomod,,,,,1,
unopkgapp,unopkgapp,,,,,1,
unoptainable,unoptainable,,,,,1,
unosett,unosett,,,,,1,
unosharedpackages,Noshared packages,1,1,,,,
unotext,notext,,1,,,,
unothrobbercontrolmodel,Uno throbber control model,,3,,,1,
unpackannotations,Unpack an notations,2,,,,,
unpackcmd,Unpack cmd,1,,,,,
unpackfile,Unpack file,1,,,,,
unpackgenericsign,Unpack generic sign,2,,,,,
unpackgenericsignature,Unpack generic signature,2,,,,,
unqualifieddatatypesschemamodule,Unqualified data types schem a module,5,,,,,
unqueuedmutex,unqueuedmutex,,,,,1,
unreachableatom,Unreachable atom,1,,,,,
unreallysolved,Unreally solved,1,,,,,
unrecognisable,unrecognisable,,,,,1,
unregisteractorfornpobject,Unregister actor for pobject,3,1,,,,
unregisterallservices,Unregister all services,2,,,,,
unregistercallback,Unregister call back,2,,,,,
unregistercallstatelistner,Unregister cal lstate listner,3,,,,,
unregisterdatasetobserver,Unregister data set observer,3,,,,,
unregisteredexstingobjects,Unregister edexsting objects,3,,,,1,
unregisterfromhistory,Unregister from history,2,,,,,
unregisterfunction,Unregister function,1,,,,,
unregisterjsloader,Unregister loader,1,2,,,,
unregisterprovider,Unregister provider,1,,,,,
unregisterreceiver,Unregister receiver,1,,,,,
unregistervisuals,Unregister visuals,1,,,,,
unregisterwaits,Unregister rwaits,1,,,,,
unregognized,unregognized,,,,,1,
unreponsive,unresponsive,,,1,,,
unreportablereason,Unreportable reason,1,,,,,
unresolvale,unresolvable,,,1,,,
unresolvebundle,Unresolved bundle,1,,1,,,
unresolvedjsptagresolveingstrategy,Unresolved  tag resolveing strategy,3,3,,,,
unresolvedpermission,Unresolved permission,1,,,,,
unresolvedtypevariablereferencetype,Unresolved type variable reference type,4,,,,,
unrespnsive,unresponsive,,,1,,,
unresponiveness,unresponiveness,,,,,1,
unresposive,unresponsive,,,1,,,
unsanitzied,unsanitzied,,,,,1,
unsatified,unsatisfied,,,1,,,
unsavedvaluefactory,Unsaved value factory,2,,,,,
unsble,unsble,,,,,1,
unschedule,unschedule,,,,,1,
unscheduletimer,unscheduletimer,,,,,1,
unseccessful,unseccessful,,,,,1,
unseencount,Unseen count,1,,,,,
unselectin,selecting,,2,1,,,
unselecting,selecting,,2,,,,
unsetimpliedmappingfileref,unsetimpliedmappingfileref,,,,,1,
unsignedhttptransportse,Unsigned http transportse,2,,,,,
unsis,unsis,,,,,1,
unsmooth,unsmooth,,,,,1,
unsol,unsol,,,,,1,
unstableprovider,Unstable provider,1,,,,,
unsterst,unsterst,,,,,1,
unsuccesfull,unsuccessful,,1,,,,
unsupportedcharsetexception,Unsupported char set exception,3,,,,,
unsupportedflavorexception,Unsupported flavor rexception,2,,,,,
unsuppotedoperationexception,Unsupported operation exception,2,,,,,
unsusual,unsusual,,,,,1,
unsynched,unsynched,,,,,1,
unsyned,syned,,2,,,,
untarfile,Untar file,1,,,,1,
untelligible,untelligible,,,,,1,
unterdokumente,Unterdokumente,,,,,1,
unterlagen,unterlagen,,,,,1,
unterprozess,unterprozess,,,,,1,
unterschied,unterschied,,,,,1,
unterschiedlich,unterschiedlich,,,,,1,
unthemed,themed,,2,,,,
unthrottling,throttling,,2,,,,
untimetly,timetly,,2,,,,
untitledx,untitle,,2,,,,
untoggle,toggle,,2,,,,
untranslsated,untranslated,,1,,,,
untypedadapter,Untype dadapter,1,,,,,
ununderstandable,Under standable,1,2,,,,
unusal,unusual,,,1,,,
unuseableoutsiderestrictedwithecj,unuseableoutsiderestrictedwithecj,,,,,1,
unusefully,unusefully,,,,,1,
unvoluntarly,voluntarily,,2,1,,,
unwatches,unwatches,,,,,1,
unxfbsdx,unxfbsdx,,,,,1,
unxmacxi,unxmacxi,,,,,1,
unxobsd,unxobsd,,,,,1,
unzoomable,unzoomable,,,,,1,
uodate,update,,1,1,,,
uodated,updated,,1,1,,,
upadhyayula,upadhyayula,,,,,1,
upating,updating,,,1,,,
updaeting,updating,,1,,,,
updaiting,updating,,1,,,,
updao,updao,,,,,1,
updat,update,,,1,,,
updata,Up data,1,,,,,
updateaccesskey,Update access key,2,,,,,
updateaction,Update action,1,,,,,
updateactions,Update actions,1,,,,,
updateactiveworkbenchwindowmenumanager,Update active work bench window menu manager,6,,,,,
updateactivity,Update activity,1,,,,,
updateadnre,Update adnre,1,,,,1,
updateajmark,Update a mark,2,1,,,,
updateajmarkers,Update a markers,2,1,,,,
updateall,Update all,1,,,,,
updatealldocuments,Update all documents,2,,,,,
updateallquery,Update all query,2,,,,,
updateallqueryexpressionmathtest,Update all query expression math test,5,,,,,
updateamo,Update amo,1,,,,1,
updateandinstalldialog,Update and install dialog,3,,,,,
updateandinvalidatecoveredregion,Update and invalidate covered region,4,,,,,
updateanimation,Update animation,1,,,,,
updateapp,Update app,1,,,,,
updateappearance,Update appearance,1,,,,,
updateartifactfromtexteditor,Update artifact from text editor,4,,,,,
updateattachmentjob,Update attach ment job,3,,,,,
updateattributefactory,Update attribute factory,2,,,,,
updateattributeoptions,Update attribute options,2,,,,,
updatebadgeprovider,Update badge provider,2,,,,,
updatebarredfromconstraintvalidation,Update barred from constraint validation,4,,,,,
updatebattery,Update battery,1,,,,,
updatebluetoothstate,Update Bluetooth state,2,,,,,
updatebreadcrumb,Update bread crumb,2,,,,,
updatebuiltinfilters,Update built in filters,3,,,,,
updatecallback,Update callback,1,,,,,
updatecdmaroamingicon,Update cdma roaming icon,3,,,,1,
updatecenterlauncher,Update center launcher,2,,,,,
updatechangedjavaelement,Update changed java element,3,,,,,
updatechangedopenable,Update changed openable,2,,,,,
updatechannel,Update channel,1,,,,,
updatechildren,Update children,1,,,,,
updateclasspathentry,Update class pathentry,2,,,,,
updateclientslocked,Update clients locked,2,,,,,
updateclock,Update clock,1,,,,,
updatecode,Update code,1,,,,,
updatecommand,Update command,1,,,,,
updatecommandstate,Update command state,2,,,,,
updateconfig,Update config,1,,,,,
updateconfiguration,Update configuration,1,,,,,
updatecontactinfo,Update contact info,2,,,,,
updatecontroller,Update e controller,2,,,,,
updatecursor,Update cursor,1,,,,,
updatedatadefinition,Update data definition,2,,,,,
updatedatasethandle,Update data set handle,3,,,,,
updatedbfolderinfo,Update  folder info,2,2,,,,
updatedefaultmapping,Update default mapping,2,,,,,
updatedelegate,Update delegate,2,,,,,
updatedescription,Update description,1,,,,,
updatedialogcontents,Update dialog contents,2,,,,,
updatedisplay,Update display,1,,,,,
updatedommultifeature,Updatedom multi feature,2,,,,,
updatedomsubtree,Updatedom sub tree,2,,,,,
updatedouble,Update double,1,,,,,
updatedownstreams,Update down streams,2,,,,,
updatedropdownforfilter,Update drop down for filter,4,,,,,
updatedstate,Updated state,1,,,,,
updateelementlist,Update element list,2,,,,,
updateexternalstoragestate,Update external storage state,3,,,,,
updatefirst,Update first,1,,,,,
updatefolderstatus,Update folde rstatus,2,,,,,
updatefoldingstructure,Update folding structure,2,,,,,
updatefontlist,Update font list,2,,,,,
updateformattingconstraintins,Update formatting constraintins,2,,,,,
updateformowner,Update form owner,2,,,,,
updatefromdescriptor,Update from descriptor,2,,,,,
updatefromjava,Update from java,2,,,,,
updatefromstream,Update from stream,2,,,,,
updatehinttext,Update hint text,2,,,,,
updatehistory,Update history,1,,,,,
updateicons,Update icons,1,,,,,
updateindexwithmodifiedfilesaction,Update index with modified files action,5,,,,,
updateinfourl,Update info url,2,,,,,
updateing,updating,,1,,,,
updateinstelledbundle,Update instelled bundle,2,,,,,
updateinternal,Update internal,1,,,,,
updateinui,Update inui,1,,,,1,
updateitemsaferunnable,Update item safe runnable,3,,,,,
updatejobstatusthread,Update job status thread,3,,,,,
updatejoincolumns,Update join columns,2,,,,,
updatekeyeventfiltercallback,Update key event filter callback,4,,,,,
updatelabel,Update label,1,,,,,
updatelink,Update link,1,,,,,
updatelivemarkchildren,Update live mark children,3,,,,,
updatelocale,Update locale,1,,,,,
updatelocation,Update location,1,,,,,
updatemanagerhelper,Update manager helper,2,,,,,
updatemappingfile,Update mapping file,2,,,,,
updatemarker,Update marker,1,,,,,
updatemenutype,Update menu type,2,,,,,
updatemessagelabel,Update message label,2,,,,,
updatemetadata,Update meta data,2,,,,1,
updatemodels,Update models,1,,,,,
updatemodeltotarget,Update model to target,3,,,,,
updatemultitouchsupport,Update multi touch support,3,,,,,
updatenetwork,Update network,1,,,,,
updatenotification,Update notification,1,,,,,
updatenull,Update null,1,,,,,
updateonly,Update only,1,,,,,
updateoomadjlocked,Update oomadj locked,3,,,,1,
updatepackage,Update package,1,,,,,
updatepagereport,Update page report,2,,,,,
updatepermissionslp,Update permission slp,2,,,,1,
updatepersistenceunitdefaults,Update persistence unit defaults,3,,,,,
updatepersistentattributes,Update persistent attributes,2,,,,,
updatepersistentproperties,Update persistent properties,2,,,,,
updateplannerinfo,Update planner info,2,,,,,
updateplugintoplevelwindowstatus,Update plugin top level window status,5,,,,,
updatepositionandsize,Update position and size,3,,,,,
updateprofile,Update profile,1,,,,,
updateprojectlist,Update project list,2,,,,,
updatepropertydescriptors,Update property descriptors,2,,,,,
updatepropertysheet,Update property sheet,2,,,,,
updatequeries,Update queries,1,,,,,
updatequery,Update query,1,,,,,
updaterawcontact,Update raw contact,2,,,,,
updaterdata,Updater data,1,,,,,
updatereadystatefordata,Update ready state for data,4,,,,,
updatereceiver,Updater eceiver,1,,,,,
updaterecord,Update record,1,,,,,
updatertask,Updater task,1,,,,,
updaterunnable,Update runnable,1,,,,,
updaterunning,Update running,1,,,,,
updatescaledappunits,Update scaled app units,3,,,,,
updatescreenon,Update screen on,2,,,,,
updateselectableactions,Update selectable actions,2,,,,,
updatesentorsavedmessage,Update sentor saved message,3,,,,,
updateservice,Update service,2,,,,,
updateshortcutappmodelids,Update shortcut app modelids,3,,,,,
updateshouldcapturethumbnails,Update should capture thumb nails,4,,,,,
updatesincetagoperation,Update since tag operation,3,,,,,
updatesiste,Update siste,1,,,,,
updatesiteartifactrepository,Update site art ifact repository,4,,,,,
updatesiteartifactrepositoryfactory,Update site art ifact repository factory,5,,,,,
updatesitem,Updates item,1,,,,,
updatesitemetadat,Update site metadat,2,,,,1,
updatestatus,Update status,1,,,,,
updatestatustext,Update status text,2,,,,,
updatesubtypes,Update sub types,2,,,,,
updatesupplicantservicerequest,Update supplicant service request,3,,,,,
updatesystemid,Update systemid,1,,,,,
updatetabbarforactivegroup,Update tabbar for active group,4,,,,1,
updatetable,Update table,1,,,,,
updatetablist,Update tab list,2,,,,,
updatetask,Update task,1,,,,,
updatetaskfromtaskdata,Update task from task data,4,,,,,
updatetasksinternal,Update tasks internal,2,,,,,
updatetemplates,Update templates,1,,,,,
updateteximage,Update text image,2,,1,,,
updatethread,Update thread,1,,,,,
updatetimer,Update timer,1,,,,,
updatetitlearea,Update title area,2,,,,,
updatetooltip,Update tooltip,1,,,,,
updatetotal,Update total,1,,,,,
updatetracking,Update tracking,1,,,,,
updatetreeinternal,Update tree internal,2,,,,,
updateui,Update ui,1,,,,1,
updateuseragent,Update user agent,2,,,,,
updateuserdefinedandattributes,Update user defined and attributes,4,,,,,
updateviewafterscroll,Update view after scroll,3,,,,,
updateviewportconfig,Update view port config,3,,,,,
updateviewportsize,Update view port size,3,,,,,
updatewallpaper,Update wall paper,2,,,,,
updatewallpaperlocked,Update wall paper locked,3,,,,,
updatewebviewtexturebitmap,Update web view text urebit map,5,,,,,
updatewindow,Update window,1,,,,,
updatewizardpage,Update wizard page,2,,,,,
updatewritingmode,Update e writing mode,3,,,,,
updatng,updating,,,1,,,
updgrading,upgrading,,1,,,,
updii,updii,,,,,1,
updmap,Upd map,1,,,,,
updminor,Upd minor,1,,,,,
updminorext,Upd minorext,1,,,,1,
updown,Up down,1,,,,,
updter,updater,,,1,,,
upewnij,upewnij,,,,,1,
upfate,upfate,,,,,1,
upgading,upgrading,,,1,,,
upgdate,update,,1,,,,
upgradedb,upgraded,,1,,,,
upgradeing,upgrading,,1,,,,
uploadcompletemar,Upload completemar,1,,,,,
uploadcontroller,Upload controller,1,,,,,
uploaddeimagens,Upload  imagens,1,2,,,,
uploaderror,Upload error,1,,,,,
uploadexecution,Upload execution,1,,,,,
uploadimage,Upload image,1,,,,,
uploadimageservice,Upload image service,2,,,,,
uploadme,Upload me,1,,,,,
uploadtaskentry,Upload task entry,2,,,,,
uploadville,Upload ville,1,,,,1,
uplode,uploade,,,1,,,
uploder,uploader,,,1,,,
upnplay,Up play,1,1,,,,
uponelevel,Up one level,2,,,,,
upozornil,upozornil,,,,,1,
upsample,Up sample,1,,,,,
uptimewars,Uptime wars,1,,,,,
upvar,upvar,,,,,1,
upzip,Up zip,1,,,,,
uqualified,Uquali fied,1,,,,1,
urante,urante,,,,,1,
urauchi,urauchi,,,,,1,
urcekeysets,Urce key sets,2,,,,1,
urepackageprefix,Urepac kage prefix,2,,,,1,
uriandprincipalhashkey,uriandprincipalhashkey,,,,,1,
uribinder,binder,,3,,,,
urifragment,fragment,,3,,,,
urihelper,helper,,3,,,,
uriimage,image,,3,,,,
urimapper,mapper,,3,,,,
urimappingregistryreader,Mapping registry reader,2,3,,,,
urimatch,match,,3,,,,
urireference,reference,3,3,,,,
uriresolverextension,Resolver extension,1,3,,,,
uriresolverextensionregistry,Resolver extension registry,2,3,,,,
uriresolverplugin,Resolver plugin,1,3,,,,
uriservice,service,,3,,,,
urisubjectnameidentifier,Subject name i dentifier,,3,,,,
uriutils,uriutils,,,,,1,
urlclassifier,Url classifier,1,,,,,
urlclasspath,url classpath,1,,,,,
urlcontainstext,url contains text,2,,,,,
urldecode,url decode,1,,,,,
urldescription,url description,1,,,,,
urlencodedutils,Url encoded utils,2,,,,,
urlencodes,url encodes,1,,,,,
urlfactory,url factory,1,,,,,
urlfilereader,url file reader,2,,,,,
urlimagepath,url image path,2,,,,,
urlinfoabout,url info about,2,,,,,
urllist,Url list,1,,,,,
urlmech,urlmech,,,,,1,
urlname,url name,1,,,,,
urlobj,Ur lobj,1,,,,1,
urlparameter,url parameter,1,,,,,
urlrepository,Url repository,1,,,,,
urlresolvers,url resolvers,1,,,,,
urlstreamhandlerproxy,url stream handler proxy,3,,,,,
urlstreamhandlerservice,url stream handler service,3,,,,,
urltoload,url to load,2,,,,,
urlupdateinfo,url update info,2,,,,,
urlvars,url vars,1,,,,,
urlwatchtimertask,url watch timer task,3,,,,,
urserviceimpl,Service impl,1,2,,,1,
urspr,urspr,,,,,1,
usado,usado,,,,,1,
usafederalholidays,U safe deral holidays,3,,,,,
usagedatacapturesettings,Usage data capture settings,3,,,,,
usagedatarecordingsettings,Usage data recording settings,3,,,,,
usagedatauploadingpreviewpage,Usage data uploading preview page,4,,,,,
usarse,usarse,,,,,1,
usatoday,Usa today,1,,,,,
usbccgp,usbccgp,,,,,1,
usbdeviceconnection,Usb device connection,2,,,,,
usbendpoint,Usb end point,2,,,,,
usbinterface,Usb interface,1,,,,,
usble,usable,,,1,,,
usbmuxd,Usb muxd,1,,,,,
usbservice,Usb service,1,,,,,
usbuhci,Usb uhci,1,,,,1,
uscellular,Us cellular,1,,,,,
usdebtclock,Us debt clock,2,,,,,
useblinding,Use blinding,1,,,,,
usebug,Use bug,1,,,,,
usebuiltindialogs,Use built in dialogs,3,,,,,
usecapture,Use capture,1,,,,,
usecenter,Use center,1,,,,,
usedata,Use data,1,,,,,
usedefaultmargins,Use default margins,2,,,,,
usedgenpackages,Used gen packages,2,,,,1,
usedocumentfonts,Use document fonts,2,,,,,
usedpd,Used pd,1,,,,1,
usedplaceids,Used place ids,2,,,,,
usedriver,Use driver,1,,,,,
usedthemes,Used themes,1,,,,,
useexternalbrowser,Use external browser,2,,,,,
usefastaccessormethods,Use fast access or methods,4,,,,,
usefilepicker,Use file picker,2,,,,,
usegeneratedecore,Use generatede core,2,,,,,
usegenericinterface,Use generic interface,2,,,,,
useheader,Use header,1,,,,,
uselevel,Use level,1,,,,,
usepositivenegative,Use positive negative,2,,,,,
useraccountnull,User account null,2,,,,,
useractivity,User activity,1,,,,,
useradd,User add,1,,,,,
useragentactivity,User agent activity,2,,,,,
useragentstring,User agent string,2,,,,,
userame,username,,,1,,,
userattentionlost,User attention lost,2,,,,,
usercase,User case,1,,,,,
userchrome,User chrome,1,,,,,
userchromejs,User chrome,1,2,,,,
usercode,User code,1,,,,,
userconfig,User config,1,,,,,
userdatabase,User database,1,,,,,
userdbtesthavtxp,User test hav txp,3,2,,,1,
userdef,User def,1,,,,1,
userdefined,User defined,1,,,,,
userdefinedimages,User defined images,2,,,,,
userdefinition,User definition,1,,,,,
userdirectory,User directory,1,,,,,
userdoc,User doc,1,,,,,
userdump,User dump,1,,,,,
usereditpart,User edit part,2,,,,,
usereservedobjects,Use reserved objects,2,,,,,
useresponsehead,Use response head,2,,,,,
userexperience,Use rexperience,1,,,,,
userfetch,User fetch,1,,,,,
userfigure,User figure,1,,,,,
userfirst,User first,1,,,,,
usergesture,User gesture,1,,,,1,
usergroups,User groups,1,,,,,
userguides,User guides,1,,,,,
userhome,User home,1,,,,,
userident,User ident,1,,,,,
userlibraries,User libraries,1,,,,,
userlocaleref,User locale ref,2,,,,,
userlogontimeutc,User log on time utc,4,,,,,
usermanagementbean,User manage ment bean,3,,,,,
usermenus,Use rmenus,1,,,,,
usermode,User mode,1,,,,1,
usernamepreferencetitle,Username preference title,2,,,,,
usernametoken,Username token,1,,,,,
usernm,username,,,2,,,
usernotification,User notification,1,,,,,
userobject,User object,1,,,,,
userpictures,User pictures,1,,,,,
userpix,User pix,1,,,,1,
userprefs,User prefs,1,,,,1,
userprofilejdbcdao,User profile jdbcdao,2,,,,1,
userprofilews,User profile ws,2,,,,1,
userquery,User query,1,,,,,
userregiontag,User region tag,2,,,,,
userrole,User role,1,,,,,
userselector,User selector,1,,,,,
usershare,User share,1,,,,,
usershares,User shares,1,,,,,
userslib,User slib,1,,,,,
usersstuff,Users stuff,1,,,,,
userstate,User state,1,,,,,
usersummary,User summary,1,,,,,
usertemplate,User template,1,,,,,
usertest,User test,1,,,,,
usertestname,User test name,2,,,,,
userthread,User thread,1,,,,,
userto,User to,1,,,,,
userurl,User url,1,,,,,
uservalidationdialog,User validation dialog,2,,,,,
uservoice,User voice,1,,,,,
userx,user,,1,,,,
usesame,Use same,1,,,,,
usesautoarraybuffer,Uses auto array buffer,3,,,,,
useschemainselect,Uses chemain select,2,,,,,
usesd,uses,,1,,,,
usesfontleading,Uses font leading,2,,,,,
useshape,Use shape,1,,,,,
useshm,Use shm,1,,,,1,
usesmode,Uses mode,1,,,,1,
usesoftcacheweakidentitymap,Use soft cache weak id entity map,6,,,,,
usesproxy,Uses proxy,1,,,,,
usetargetmilestone,Use target mile stone,3,,,,,
useunchanged,Use unchanged,1,,,,,
usewaitcursor,Use wait cursor,2,,,,,
usewindowstate,Use window state,2,,,,,
usingh,usingh,,,,,1,
usingtheviewport,Using the view port,3,,,,,
usleep,sleep,,1,,,,
usnaviguide,Us naviguide,1,,,,,
usnig,usnig,,,,,1,
usprokos,usprokos,,,,,1,
usrefox,usrefox,,,,,1,
ussge,ussge,,,,,1,
ustream,stream,,1,,,,
ustringbuffer,String buffer,1,1,,,,
usung,usung,,,,,1,
uswahl,uswahl,,,,,1,
utente,utente,,,,,1,
utext,text,,1,,,,
utfdataformatexception,data format exception,2,3,,,,
uthorization,uthorization,,,,,1,
utilisant,utilisant,,,,,1,
utilisateurs,utilisateurs,,,,,1,
utilisation,utilisation,,,,,1,
utilitycomputing,utilitycomputing,,,,,1,
utilitymenu,Utility menu,1,,,,,
utilitza,utilitza,,,,,1,
utilizar,utilizar,,,,,1,
utilizo,utilizo,,,,,1,
utilizzato,utilizzato,,,,,1,
utilizziamo,utilizziamo,,,,,1,
utitlies,utitlies,,,,,1,
utlis,utlis,,,,,1,
utlui,utlui,,,,,1,
utmac,utmac,,,,,1,
utmccn,utmccn,,,,,1,
utmcct,utmcct,,,,,1,
utmcmd,utmcmd,,,,,1,
utmwv,utmwv,,,,,1,
utpage,page,,2,,,,
utteranceprogresslistener,utteranceprogresslistener,,,,,1,
uturn,turn,,1,,,,
utwente,wente,,2,,,,
uuidof,uuidof,,,,,1,
uuidtype,Id type,,2,,,,
uulxb,uulxb,,,,,1,
uupdate,update,,1,,,,
uutiset,set,,4,,,,
uwaaow,uwaaow,,,,,1,
uwalumni,uwalumni,,,,,1,
uwinapi,uwinapi,,,,,1,
uxdhwfvygxg,uxdhwfvygxg,,,,,1,
uxwww,uxwww,,,,,1,
uygulamay,uygulamay,,,,,1,
uygun,gun,,1,,,,
uzalezniony,uzalezniony,,,,,1,
uzata,uzata,,,,,1,
uzataj,uzataj,,,,,1,
uzytkownik,uzytkownik,,,,,1,
vacacion,vacacion,,,,,1,
vacuumplacesimproved,Vacuum places improved,2,,,,,
vacuumpunk,Vacuum punk,1,,,,,
vadmin,admin,,1,,,,
vagonette,vagonette,,,,,1,
vaibhav,vaibhav,,,,,1,
valau,valau,,,,,1,
valcreated,created,,3,,,,
valdid,valid,,1,,,,
valenta,valenta,,,,,1,
valentijnsdag,valentijnsdag,,,,,1,
valerio,valerio,,,,,1,
valexpr,valexpr,,,,,1,
valication,valication,,,,,1,
validateaccount,Validate account,1,,,,,
validateandmark,Validate and mark,2,,,,,
validateartifactcontent,Validate artifact content,2,,,,,
validateattachmentform,Validate attachment form,2,,,,,
validateattribute,Validate attribute,1,,,,,
validatebeancomponentsreflected,Validate bean components reflected,3,,,,,
validatebetweeninterfaceportimplements,Validate between interface port implements,4,,,,,
validatebetweeninterfacesports,Validate between interface sports,3,,,,,
validatebugid,Validate bugid,1,,,,,
validatechildren,Validate children,1,,,,,
validateclasspathentry,Validate class pathentry,2,,,,,
validateconfiguration,Validate configuration,1,,,,,
validateconnection,Validate connection,1,,,,,
validatecontent,Validate content,1,,,,,
validatecontextroot,Validate context root,2,,,,,
validatedefinitionfile,Validate definition file,2,,,,,
validatedrop,Validate drop,1,,,,,
validateeditlistener,Validate edit listener,2,,,,,
validateeditutil,Validate edit util,2,,,,,
validateejbname,Validate e name,2,2,,,,
validateentry,Validate entry,1,,,,,
validatefiles,Validate files,1,,,,,
validatelayoutparams,Validate layout params,2,,,,,
validateorbranch,Validate or branch,2,,,,,
validateparametervaluetype,Validate parameter value type,3,,,,,
validateprofiles,Validate profiles,1,,,,,
validateprogram,Validate program,1,,,,,
validatepropertytypevalues,Validate property type values,3,,,,,
validaterepositoryurl,Validate repository url,2,,,,,
validaterequestwithnewchannel,Validate request with new channel,4,,,,,
validatescalarparameter,Validate scalar parameter,2,,,,,
validatespeclevel,Validate spec level,2,,,,,
validatesuperdescriptors,Validate super descriptors,2,,,,,
validatevariables,Validate variables,1,,,,,
validatevisibility,Validate visibility,1,,,,,
validationcontroller,Validation controller,1,,,,,
validationenvironment,Validation environment,1,,,,,
validationfactoryimpl,Validation factory impl,2,,,,1,
validationfinishing,Validation finishing,1,,,,,
validationhelperregistryreader,Validation helper registry reader,3,,,,,
validationinfo,Validation info,1,,,,,
validationreport,Validation report,1,,,,,
validationrunner,Validation runner,1,,,,,
validationstatusprovider,Validation status provider,2,,,,,
validationtest,Validation test,1,,,,,
validationutils,Validation utils,1,,,,,
validatorclass,Validator class,1,,,,,
validatorextensionreader,Validator extension reader,2,,,,,
validatorjobs,Validator jobs,1,,,,,
validatorprojectmanager,Validator project manager,2,,,,,
validatorstrategy,Validator strategy,1,,,,,
validatortestcase,Validator test case,2,,,,,
validchecksum,Valid checksum,1,,,,,
validcycle,Valid cycle,1,,,,,
validemptyfile,Valid empty file,2,,,,,
